Name,Race,Grade,Rarity,6★ HP,6★ Strength,6★ Magic,6★ Vitality,6★ Agility,6★ Luck,Phys,Fire,Ice,Elec,Force,Light,Dark,Skill 1,Skill 2,Skill 3,Clear Archetype,Red Archetype,Yellow Archetype,Purple Archetype,Teal Archetype,Red Gacha,Yellow Gacha,Purple Gacha,Teal Gacha,AI,PATK,PDEF,MATK,MDEF
Oberon,Fairy,67,4,1037 (97/190),184 (46/190),216 (8/190),142 (97/190),78 (182/190),103 (176/190),-,-,-,Weak,Drain,-,-,Force Boost|衝撃ブースタ|Passive|+15% to Force damage.,"Zandyne|ザンダイン|6 MP|Inflicts Force (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mahamarin Karion|マハマリカリオン|7 MP|40% chance to inflict Charm on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Makarakarn|マカラカーン|7 MP|All Party Members repels Magic damage for 1 turn.,"Twister|ツイスター|5 MP|Inflicts Force (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Mecharmdi|メチャームディ|4 MP|Cures All Party Members of Charm. Reduces the chance of being Charmed during this wave by 30%.,Auto-Sukuka|スクカオート|Passive|Casts Sukukaja at the beginning of the 1st turn.,Resist Ice|氷結耐性|Passive|Adds Ice Resist.,"Cleave|スラッシュ|4 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Vitality Amp I|初段の恵体|Passive|+5 to Vitality.,"Tarukaja|タルカジャ|5 MP|Increases ATK of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Attack,716,578,783,594
Rangda,Femme,67,4,943 (149/190),122 (109/190),174 (65/190),122 (149/190),146 (70/190),152 (48/190),Repel,-,-,Weak,-,-,-,"Mahajuon|マハジュオン|7 MP|50% chance to inflict Curse on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Mazandyne|マハザンダイン|7 MP|Inflicts Force (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Vorpal Blade|空間殺法|7 MP|Inflicts Phys (Physical) damage with 140 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.","Purgatory|煉獄|5 MP|Inflicts Dark (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Recarmdra|リカームドラ|8 MP|Revive All Party Members with full HP, caster dies. (1 use)",Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,Null Force|衝撃無効|Passive|Adds Force Null.,"Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mabufula|マハブフーラ|6 MP|Inflicts Ice (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Dekaja|デカジャ|5 MP|Remove buffs from All Enemies.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Attack,586,525,695,551
Tsukuyomi,Genma,67,4,943 (148/190),122 (111/190),216 (7/190),122 (148/190),67 (187/190),142 (83/190),Weak,Null,Null,Resist,Resist,-,-,Mana Bonus|一分の魔脈|Passive|+1 to max MP.,"Zanma|ザンマ|5 MP|Inflicts Force (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Lunar Blessing|月の加護|Passive|Reduces consumed MP by 1 MP.,"Mazan|マハザン|5 MP|Inflicts Force (Magic) damage with 80 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Mudoon|ムドオン|5 MP|Inflicts Dark (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Recarm|リカーム|6 MP|Revive a Single Party Member with 10% HP. (3 uses),Life Gain|二分の活泉|Passive|+20% to Max HP.,Drain Fire|火炎吸収|Passive|Adds Fire Drain.,"Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Fast Recovery|自然治癒|Passive|+20% to status ailment auto cure rate.,"Hamaon|ハマオン|5 MP|Inflicts Light (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Zionga|ジオンガ|5 MP|Inflicts Elec (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Support,586,525,783,572
Azrael,Herald,67,4,1187 (33/190),75 (178/190),194 (34/190),174 (33/190),126 (113/190),152 (45/190),Resist,Resist,Weak,-,-,Repel,Resist,Tetrakarn|テトラカーン|7 MP|All Party Members repels Physical damage for 1 turn.,"Evil Gaze|イービルアイ|4 MP|Inflicts Dark (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Agidyne|アギダイン|6 MP|Inflicts Fire (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Makarakarn|マカラカーン|7 MP|All Party Members repels Magic damage for 1 turn.,"Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Vengeance|祟り|6 MP|40% chance to inflict Curse 1 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Makara Shift|マカラカシフト|Passive|Casts Makarakarn at the beginning of a battle if the enemy attacks first.,Null Dark|呪殺無効|Passive|Adds Dark Null.,"Sweet Bite|甘噛み|5 MP|Inflicts Phys (Physical) damage with 120 power on a Single Enemy with 40% chance to inflicts Charm.

Lv2: +2% chance to inflict status ailments.
Lv3: +4% chance to inflict status ailments.
Lv4: +6% chance to inflict status ailments.
Lv5: +8% chance to inflict status ailments.
Lv6: +10% chance to inflict status ailments.
Lv7: +16% chance to inflict status ailments.","Dekunda|デクンダ|5 MP|Remove debuffs from All Party Members.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Wild Instinct|野獣の勘|Passive|-25% to Critical hit rate of damage received.,"Judgement Light|審判の光|4 MP|Inflicts Light (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Support,487,558,737,618
Skadi,Lady,67,4,1037 (95/190),85 (161/190),206 (16/190),142 (95/190),135 (85/190),163 (20/190),-,Weak,Drain,-,-,-,-,"Mahamakajam|マハマカジャマ|6 MP|30% chance to inflict Mute on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Deadly Mute|魔封追撃|Passive|+30% damage to Muted enemies.,"Mamudoon|マハムドオン|6 MP|Inflicts Dark (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Luck Amp II|二段の強運|Passive|+10 to Luck.,"Glacial Blast|絶対零度|5 MP|Inflicts Ice (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Makara Break|マカラコワース|3 MP|Removes Repel Mag from All Enemies.,Insanity|狂い咲き|Passive|+20% chance to inflict status ailments.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,"Shock|放電|4 MP|Inflicts Elec (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Strength Amp II|二段の剛力|Passive|+10 to Strength.,"Mediara|メディラ|7 MP|Heals All Party Members with 60 power. (9 uses)

Lv2: +3% to Healing amount.
Lv3: +6% to Healing amount.
Lv4: +9% to Healing amount.",Resist Elec|電撃耐性|Passive|Adds Elec Resist.,Support,508,528,762,589
Girimekhala,Vile,67,4,1037 (94/190),216 (10/190),93 (162/190),142 (94/190),126 (111/190),142 (81/190),Repel,-,-,Weak,Weak,Weak,-,Resist Dark|呪殺耐性|Passive|Adds Dark Resist.,Mega Boost|反逆の魔象|6 MP|Self enters a state of Charge and Might. Increases the next Phys attack damage by 125% and will have a Critical effect.,"Megaton Press|メガトンプレス|6 MP|Inflicts Phys (Physical) damage with 30% crit rate and 90 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Binding Cry|バインドボイス|6 MP|30% chance to inflict Bind 2 to 4 times on Random Enemy/ies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.","Binge Eating|暴飲暴食|6 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.","Rakunda|ラクンダ|5 MP|Reduces DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Savage Glee|ミナゴロシの愉悦|Passive|+25% to Critical hit rate.,Resist Force|衝撃耐性|Passive|Adds Force Resist.,"Judgement Light|審判の光|4 MP|Inflicts Light (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Agidyne|アギダイン|6 MP|Inflicts Fire (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Mutudi|クロズディ|3 MP|Cures a Single Party Member of Mute. Reduces the chance of being Muted during this wave by 30%.,"Bufula|ブフーラ|5 MP|Inflicts Ice (Magic) damage with 140 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.",Attack,783,594,525,532
Kudlak,Jaki,67,4,1084 (69/190),85 (162/190),163 (77/190),152 (69/190),146 (66/190),174 (7/190),-,Resist,-,-,-,Weak,Null,"Energy Drain|エナジードレイン       |7 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.",Curse of Anguish|???|Passive|+15% damage to Cursed enemies. -15% damage from Cursed enemies.,"Dark Pandemic||5 MP|Remove buffs from All Enemies, and reduces either ATK, DEF or EV/AC of All Enemies by 20% for 3 turns.

Lv2: 10% chance of 1 MP recovery.
Lv3: 20% chance of 1 MP recovery.
Lv4: 20% chance of 1 MP recovery. MP cost -1.",Mana Gain|二分の魔脈|Passive|+2 to max MP.,"Mudodyne|ムドダイン|6 MP|Inflicts Dark (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Madezoreton|マハデゾレトオン|7 MP|70% chance to inflict Weak on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Endure|食いしばり|Passive|HP stops at 1 HP upon receiving the first killing blow.,Drain Dark|???|Passive|Adds Dark Drain.,Deadly Curse|???|Passive|+30% damage to Cursed enemies.,"Mahapoismaon|マハポイズマオン|7 MP|40% chance to inflict Poison on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Back Attack|追い打ち|Passive|+10% damage when attacking the enemy's weak point.,Resist Light|破魔耐性|Passive|Adds Light Resist.,Support,508,539,672,578
Yatagarasu,Avian,66,4,854 (180/190),184 (44/190),75 (186/190),103 (180/190),231 (3/190),132 (129/190),-,Null,Weak,-,-,Resist,-,"Hades Blast|冥界破|6 MP|Inflicts Phys (Physical) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +7% to damage.
Lv4: +10% to damage.
Lv5: +13% to damage.",Auto-Sukunda|スクンダオート|Passive|Casts Sukunda at the beginning of the 1st turn.,Speedster|スピードスター|Passive|+50% to Battle Speed of this demon.,Phys Boost|物理ブースタ|Passive|+15% to Phys damage.,"Mortal Jihad|モータルジハード|6 MP|Inflicts Phys (Physical) damage with 30% crit rate and 145 power on a Single Enemy.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.","Sukukaja|スクカジャ|5 MP|Increases EV/AC of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Evade|寸分の見切り|Passive|+20% Phys evasion rate.,Resist Phys|物理耐性|Passive|Adds Phys Resist.,"Maragion|マハラギオン|6 MP|Inflicts Fire (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Mana Bonus|一分の魔脈|Passive|+1 to max MP.,"Wind Breath|ウィンドブレス|4 MP|Inflicts Force (Magic) damage 2 to 4 times with 40 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,Support,716,535,487,480
Ganesha,Yoma,66,4,1234 (20/190),184 (45/190),123 (121/190),184 (20/190),96 (168/190),133 (122/190),Resist,-,-,Weak,Null,-,Weak,"Berserker God|怪力乱神|6 MP|Inflicts Phys (Physical) damage with 160 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.",Faith in Wealth|富の信仰|Passive|Increases max HP by 10%. Recover 1 MP every time your Press Turn Icon decreases due to enemy skills.,"Rakukaja|ラクカジャ|5 MP|Increases DEF of All Party Members by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.","Power Hit|捨て身の一撃|7 MP|Use 10% of own HP to Inflicts Phys (Physical) damage with 170 power on a Single Enemy.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.","Megaton Raid|メガトンレイド|7 MP|Inflicts Phys (Physical) damage with 180 power on a Single Enemy.

Lv2: +5% to damage.
Lv3: +8% to damage.
Lv4: +11% to damage.
Lv5: +14% to damage.
Lv6: +17% to damage.","Taunt|挑発|3 MP|Increases ATK and reduces of DEF of All Enemies by 20% for 3 turns.

Lv2: +3% chance of 1 MP recovery.
Lv3: +6% chance of 1 MP recovery.
Lv4: +9% chance of 1 MP recovery.
Lv5: +12% chance of 1 MP recovery.",Phys Boost|物理ブースタ|Passive|+15% to Phys damage.,Null Dark|呪殺無効|Passive|Adds Dark Null.,Meposumudi|メポズムディ|4 MP|Cures All Party Members of Poison. Reduces the chance of being Poisoned during this wave by 30%.,"Mazandyne|マハザンダイン|7 MP|Inflicts Force (Magic) damage with 120 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Holy Wrath|天罰|5 MP|Inflicts Light (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Dezoreto|デゾレト|5 MP|70% chance to inflict Weak on a Single Enemy.

Lv2: +3% to chance to inflict status ailments.
Lv3: +6% to chance to inflict status ailments.
Lv4: +9% to chance to inflict status ailments.
Lv5: +12% to chance to inflict status ailments.
Lv6: +20% to chance to inflict status ailments.",Attack,716,624,588,593
Attis,Zealot,65,4,1079 (70/190),183 (49/190),93 (161/190),151 (70/190),145 (74/190),141 (87/190),Resist,-,-,-,-,-,-,Enduring Soul|不屈の闘志|Passive|Heals 200 HP upon receiving the first killing blow.,"Recarmdra|リカームドラ|8 MP|Revive All Party Members with full HP, caster dies. (1 use)",Mist Slashes|乱・かすみ斬り|6 MP|Inflicts Phys (Physical) damage 3 to 5 times with 50 power on Random Enemy/(ies).,Life Aid|勝利の息吹|Passive|Heals 30% HP when clearing a wave.,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,N/A|,Attack,714,587,525,542
King Frost,Tyrant,64,4,1277 (13/190),122 (110/190),171 (68/190),193 (13/190),76 (186/190),151 (52/190),-,Weak,Null,-,-,Resist,-,Ice Boost|氷結ブースタ|Passive|+15% to Ice damage.,"Megaton Press|メガトンプレス|6 MP|Inflicts Phys (Physical) damage with 30% crit rate and 90 power on All Enemies.

Lv2: +4% to Phys attack hit rate.
Lv3: +7% to Phys attack hit rate.
Lv4: +10% to Phys attack hit rate.
Lv5: +13% to Phys attack hit rate.
Lv6: +16% to Phys attack hit rate.",Cold World|大冷界|7 MP|Inflicts Ice (Magic) damage with 130 power on All Enemies and reduces enemy's DEF 20% for 3 turns.,Wild Instinct|野獣の勘|Passive|-25% to Critical hit rate of damage received.,"Glacial Blast|絶対零度|5 MP|Inflicts Ice (Magic) damage 2 to 4 times with 50 power on Random Enemy/ies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Concentrate|コンセントレイト|6 MP|Self enters a state of Concentrate. Increases the next Mag attack damage by 125%.,Luck Amp III|三段の強運|Passive|+15 to Luck.,Resist Fire|火炎耐性|Passive|Adds Fire Resist.,"Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Binge Eating|暴飲暴食|6 MP|Inflicts Phys (Physical) damage with 140 power on a Single Enemy, while healing caster 40% of damage dealt.

Lv2: +3% to damage.
Lv3: +5% to damage.
Lv4: +7% to damage.
Lv5: +9% to damage.
Lv6: +11% to damage.",Hellish Mask|地獄のマスク|Passive|-35% chance of receiving status ailments.,Resist Bind|緊縛耐性|Passive|Chance of being Bound reduced by 50%.,Attack,586,603,689,627
Succubus,Night,63,4,1079 (73/190),85 (163/190),204 (17/190),151 (73/190),123 (120/190),151 (53/190),-,Resist,Null,-,-,Weak,-,"Mahamarin Karin|マハマリンカリン|6 MP|30% chance to inflict Charm on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Deadly Charm|魅了追撃|Passive|+30% damage to Charmed enemies.,"Bufudyne|ブフダイン|6 MP|Inflicts Ice (Magic) damage with 160 power on a Single Enemy.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.
Lv6: +12% to damage.","Spirit Drain|吸魔       |6 MP|Inflicts Almighty (Magic) damage with 100 power on a Single Enemy and drains 1 MP.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Mazionga|マハジオンガ|6 MP|Inflicts Elec (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.","Madezoreto|マハデゾレト|6 MP|60% chance to inflict Weak on All Enemies.

Lv2: +4% to chance to inflict status ailments.
Lv3: +7% to chance to inflict status ailments.
Lv4: +15% to chance to inflict status ailments.",Null Charm|魅了無効|Passive|Adds Null Charm.,Resist Light|破魔耐性|Passive|Adds Light Resist.,"Life Drain|吸血|5 MP|Inflicts Almighty (Magic) damage with 120 power on a Single Enemy, while healing caster 25% of damage dealt.

Lv2: 3% chance of 1 MP recovery.
Lv3: 5% chance of 1 MP recovery.
Lv4: 7% chance of 1 MP recovery.
Lv5: 9% chance of 1 MP recovery.
Lv6: 11% chance of 1 MP recovery.","Mabufula|マハブフーラ|6 MP|Inflicts Ice (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Wild Instinct|野獣の勘|Passive|-25% to Critical hit rate of damage received.,"Mamudoon|マハムドオン|6 MP|Inflicts Dark (Magic) damage with 100 power on All Enemies.

Lv2: +4% to damage.
Lv3: +6% to damage.
Lv4: +8% to damage.
Lv5: +10% to damage.",Support,508,538,758,598
